CODIGO_OSINERG,DIRECCION,DISTRITO,direccion_consultada,lat,lon,pase,osm_class,osm_type,display_name
35025,ESQUINA AV. EL POLO Y AV. RAUL FERRERO (CLUB GOLF LOS INCAS N° 493 MZ. C LT. 13),SANTIAGO DE SURCO,"AV. EL POLO, SANTIAGO DE SURCO, LIMA, PERU",-12.099188,-76.97083,3,highway,secondary,"Avenida El Polo, El Derby de Monterrico, Monterrico, Santiago de Surco, Lima, Lima Metropolitana, Lima, 15023, Perú"
35059,"AV.PRIMAVERA N° 1204-1212, ESQUINA CON JR. JERONIMO DE ALIAGA SUR (LTS. 25,26 DE LA MZ. H, URB. VALLE HERMOSO DE MONTERRICO - ZONA ESTE)",SANTIAGO DE SURCO,"AV.PRIMAVERA 1204-1212, ESQUINA CON JR. JERONIMO DE ALIAGA SUR, SANTIAGO DE SURCO, LIMA, PERU",,,0,,,
35251,"AV. DEFENSORES DEL MORRO (ANTES HUAYLAS) N° 2671 MZ. Z-1, LTS. 1, 2, 3, 4 Y 5. URB. SANTA LEONOR",CHORRILLOS,"AV. DEFENSORES DEL MORRO 2671, CHORRILLOS, LIMA, PERU",-12.207947,-76.989066,2,highway,primary,"Avenida Prolongación Defensores del Morro, Delicias de Villa, Chorrillos, Lima, Lima Metropolitana, Lima, 15067, Perú"
35335,CARRETERA LIMA - CANTA KM. 25,CARABAYLLO,"CARRETERA LIMA - CANTA KM. 25, CARABAYLLO, LIMA, PERU",,,0,,,
35357,"ESQ. AV. SAN JUAN Y CALLE CAJAMARCA MZ. R-10 LT. 12, SECTOR LEONCIO PRADO - PAMPLONA ALTA",SAN JUAN DE MIRAFLORES,"AV. SAN JUAN, SAN JUAN DE MIRAFLORES, LIMA, PERU",-12.169484,-76.972051,3,highway,residential,"Avenida San Juan, Zona B, San Juan de Miraflores, Lima, Lima Metropolitana, Lima, 15801, Perú"
35408,ESQ. AV. PROCERES DE LA INDEPENDENCIA (EX-WIESSE) / AV. AMPLIACION MARISCAL CACERES MZ P15 LT 124,SAN JUAN DE LURIGANCHO,"ESQ. AV. PROCERES DE LA INDEPENDENCIA / AV. AMPLIACION MARISCAL CACERES MZ P15 LT 124, SAN JUAN DE LURIGANCHO, LIMA, PERU",,,0,,,
35624,AV SANTA ROSA N° 333,ATE,"AV SANTA ROSA 333, ATE, LIMA, PERU",-12.016154,-76.874913,1,highway,residential,"Avenida Santa Rosa, San Juan, Santa Clara, Ate, Lima, Lima Metropolitana, Lima, 15487, Perú"
36159,"MZ. C LOTE 38, AA.HH. HEROES DE SAN JUAN, SECTOR 5 FRENTE A LA AV. MARIANO PASTOR SEVILLA (ANTES AV. PASTOR SEVILLA CRUCE CON LA AV. LOS GERANIOS)",SAN JUAN DE MIRAFLORES,"AV. MARIANO PASTOR SEVILLA, SAN JUAN DE MIRAFLORES, LIMA, PERU",-12.182795,-76.966067,3,highway,secondary,"Avenida Mariano Pastor Sevilla, Trebol Azul, San Juan de Miraflores, Lima, Lima Metropolitana, Lima, 15828, Perú"
36832,AV. SEBASTIAN LORENTE N° 698,LIMA,"AV. SEBASTIAN LORENTE 698, LIMA, LIMA, PERU",-12.049395,-77.012897,1,place,house,"698, Avenida Sebastián Lorente, Barrio Cinco Esquinas, Urbanización Barrios Altos, Lima, Lima Metropolitana, Lima, 15003, Perú"
37044,AV. PACHACUTEC N° 1700,VILLA MARIA DEL TRIUNFO,"AV. PACHACUTEC 1700, VILLA MARIA DEL TRIUNFO, LIMA, PERU",-12.171376,-76.949184,1,highway,primary,"Avenida Pachacútec, Villa María del Triunfo, Lima, Lima Metropolitana, Lima, 15809, Perú"
37334,"AV. PROLONGACIÓN JUAN LECAROS S/N ESQ. AV. COPACABANA, URB. LOS CRISANTEMOS",PUENTE PIEDRA,"AV. PROLONGACIÓN JUAN LECAROS ESQ. AV. COPACABANA, PUENTE PIEDRA, LIMA, PERU",,,0,,,
37439,"AV. PROCERES MZ. H, LOTE 1A APV, COMPRADORES DE TERRENOS - CAMPOY",SAN JUAN DE LURIGANCHO,"AV. PROCERES, SAN JUAN DE LURIGANCHO, LIMA, PERU",-12.007002,-76.960217,3,highway,tertiary,"Avenida Los Próceres, San Juan de Lurigancho, Lima, Lima Metropolitana, Lima, 15457, Perú"
37548,"AV. JOSE GABRIEL CONDORCANQUI N° 1101-1103,  URB. TUPAC AMARU",INDEPENDENCIA,"AV. JOSE GABRIEL CONDORCANQUI 1101-1103, INDEPENDENCIA, LIMA, PERU",-11.971557,-77.042038,1,highway,secondary,"Avenida Jose Gabriel Condorcanqui, Tahuantinsuyo, Independencia, Lima, Lima Metropolitana, Lima, 15331, Perú"
37610,AV. COLONIAL N° 1817 - 1821,LIMA,"AV. COLONIAL 1817 - 1821, LIMA, LIMA, PERU",-12.048085,-77.059284,1,highway,primary,"Avenida Óscar Raimundo Benavides, Lima, Lima Metropolitana, Lima, 15082, Perú"
37654,AV. TUPAC AMARU KM. 17.5 MZ. B1 LT. 1-3 ASOC. DE VIVIENDA SANTA ROSA DE PUNCHAUCA,CARABAYLLO,"AV. TUPAC AMARU KM. 17, CARABAYLLO, LIMA, PERU",-11.81157,-76.989322,2,highway,trunk,"Avenida Túpac Amaru, Punchauca, Caballero, El Rosario, Carabayllo, Lima, Lima Metropolitana, Lima, Perú"
37966,"ANTIGUA CARRETERA PANAMERICANA SUR KM. 37.00 ESQUINA CALLE 1 Y AV CENTRAL, MZ. P2 LOTE 15, URB. NUEVO LURIN",LURIN,"CARRETERA. PANAMERICANA SUR KM. 37, LURIN, LIMA, PERU",-12.255825,-76.922252,2,highway,motorway,"Carretera Panamericana Sur, Lurín, Lima, Lima Metropolitana, Lima, 15841, Perú"
38158,ESQUINA DE LA AV. CENTRAL CON LA AV. HUANDOY MZ. H LT. 12 13 Y 14,LOS OLIVOS,"ESQUINA DE LA AV. CENTRAL CON LA AV. HUANDOY MZ. H LT. 12 13 Y 14, LOS OLIVOS, LIMA, PERU",,,0,,,
38192,"AV. CANTA CALLAO -  MZ. J, LT. 16, 17, 18 Y 19. URB LAS BRISAS",SAN MARTIN DE PORRES,"AV. CANTA CALLAO, SAN MARTIN DE PORRES, LIMA, PERU",-11.984776,-77.100044,3,highway,secondary,"Avenida Canta Callao, Santa Rosa, San Martín de Porres, Lima, Lima Metropolitana, Lima, 15109, Perú"
38208,"AV. PEDRO MIOTTA Nº 800-810 Y AV. BELISARIO SUAREZ, URB. ZONA INDUSTRIAL ",SAN JUAN DE MIRAFLORES,"AV. PEDRO MIOTTA 800, SAN JUAN DE MIRAFLORES, LIMA, PERU",-12.168035,-76.977986,2,highway,secondary,"Avenida Pedro Miotta, Zona B, San Juan de Miraflores, Lima, Lima Metropolitana, Lima, 15801, Perú"
38655,AV. AVIACION N° 4524 ESQUINA CON LA AV. VILLARAN,SURQUILLO,"AV. AVIACION 4524, SURQUILLO, LIMA, PERU",-12.112213,-77.00024,2,highway,primary,"Avenida Aviación, Urb. La Calera de la Merced, Surquillo, Lima, Lima Metropolitana, Lima, 15038, Perú"
38656,AV. SAENZ PEÑA N° 1100,BELLAVISTA,"AV. SAENZ PEÑA 1100, BELLAVISTA, LIMA, PERU",-12.059399,-77.131018,1,highway,secondary,"Avenida Sáenz Peña, Bellavista, Callao, Lima Metropolitana, Callao, 07001, Perú"
38662,"AUTOPISTA PANAMERICANA SUR KM 18.5, SUB LOTE 29-A, FUNDO VILLA BAJA",SAN JUAN DE MIRAFLORES,"PANAMERICANA. SUR KM 18, SAN JUAN DE MIRAFLORES, LIMA, PERU",-12.170824,-76.978892,2,highway,secondary,"Panamericana Sur, José Joaquin Inclan, San Juan de Miraflores, Lima, Lima Metropolitana, Lima, 15801, Perú"
38667,"AV HUAROCHIRI N° 905, ESQUINA CON AV. ALTO HUANCARAY, MZ. H1, LOTES 2, 3, 4, 5 Y 6 URB. EL ASESOR",SANTA ANITA,"AV. HUAROCHIRI 905, SANTA ANITA, LIMA, PERU",-12.032418,-76.956385,2,highway,tertiary,"Avenida Huarochiri, Santa Anita, Lima, Lima Metropolitana, Lima, 15009, Perú"
38701,AV. ALFREDO MENDIOLA 6200 URB. MOLITALIA (PANAMERICANA NORTE KM. 20),LOS OLIVOS,"AV. ALFREDO MENDIOLA 6200, LOS OLIVOS, LIMA, PERU",-11.990647,-77.064418,1,highway,secondary,"Avenida Alfredo Mendiola, Urbanización Panamericana Norte, Los Olivos, Lima, Lima Metropolitana, Lima, 15311, Perú"
38716,"AV. SAN MARTIN KM. 18.5, ESQ. CON CALLE RICARDO PALMA, MZ. H, LOTE N° 4, ZONA F, CENTRO POBLADO TAMBO VIEJO",CIENEGUILLA,"AV. SAN MARTIN KM. 18, CIENEGUILLA, LIMA, PERU",-12.108494,-76.826198,2,highway,residential,"Avenida San Martín, Magda Portal, Tambo Viejo, Cieneguilla, Lima, Lima Metropolitana, Lima, 15594, Perú"
39248,"ANTIGUA CARRETERA PANAMERICANA SUR KM. 31, MZ. C LT.2 HUERTOS DE VILLENA",LURIN,"CARRETERA. PANAMERICANA SUR KM. 31, LURIN, LIMA, PERU",-12.283332,-76.878411,2,highway,motorway,"Carretera Panamericana Sur, Fundo San José, Lurín, Lima, Lima Metropolitana, Lima, 15823, Perú"
39429,JR. HUMBOLDT CON PROLONGACION HUAMANGA N° 619 (BERMA CENTRAL),LA VICTORIA,"JR. HUMBOLDT CON PROLONGACION HUAMANGA 619, LA VICTORIA, LIMA, PERU",,,0,,,
39783,"AV. LA MARINA N° 589, ESQUINA CON AV. SUCRE N° 1201-1203",PUEBLO LIBRE,"AV. LA MARINA 589, PUEBLO LIBRE, LIMA, PERU",-12.085202,-77.064383,2,highway,primary,"Avenida de La Marina, Pueblo Libre, Lima, Lima Metropolitana, Lima, 15084, Perú"
39855,AV. A MZ. B1 LOTE 15 AA.HH. VENTANILLA ALTA,VENTANILLA,"AV. A MZ. B, VENTANILLA, LIMA, PERU",-11.883898,-77.123233,3,boundary,administrative,"Ventanilla, Callao, Lima Metropolitana, Callao, 07051, Perú"
39856,"AV. NÉSTOR GAMBETA KM. 7.1, MZ. B-6, LOTES 1,2,3,4,5,6,7,8,43,44,45 Y 46, ESQUINA CON CALLE BRASILIA COOP. DE VIVIENDA DE LOS TRABAJADORES DE ENAPU",CALLAO,"AV. NÉSTOR GAMBETA KM. 7, CALLAO, LIMA, PERU",-12.042637,-77.116499,2,highway,tertiary,"Avenida de la Alameda, Gambetta Baja, Callao, Lima Metropolitana, Callao, 07026, Perú"
40353,"AV. CIRCUNVALACION N° 377, ESQ. CON PROLONGACIÓN BENAVIDES",SANTIAGO DE SURCO,"AV. CIRCUNVALACION 377, SANTIAGO DE SURCO, LIMA, PERU",-12.089227,-76.98109,2,highway,primary,"Avenida Circunvalación, Monterrico, Santiago de Surco, Lima, Lima Metropolitana, Lima, 15023, Perú"
40437,"AV. LOS PROCERES MZ . NN-2, LOTES 1-6 URB. PUERTA DE PRO 2DA ETAPA",LOS OLIVOS,"AV. LOS PROCERES, LOS OLIVOS, LIMA, PERU",-11.980698,-77.084947,3,highway,secondary,"Avenida Los Próceres de Huandoy, Rosario del Norte, Los Olivos, Lima, Lima Metropolitana, Lima, 15109, Perú"
40566,AV. HEROES DEL DEL CENEPA ESQUINA CON LA CALLE D AA.HH SANTA MARIA,SAN JUAN DE LURIGANCHO,"AV. HEROES DEL DEL CENEPA ESQUINA CON LA CALLE D, SAN JUAN DE LURIGANCHO, LIMA, PERU",,,0,,,
40605,"MALECON SAN MARTIN N° 100  102, PUCUSANA",PUCUSANA,"MALECON SAN MARTIN 100 - 102, PUCUSANA, PUCUSANA, LIMA, PERU",-12.480755,-76.797989,1,highway,residential,"Malecon San Martín, Pucusana, Lima, Lima Metropolitana, Lima, 15866, Perú"
40709,"AV. LA MOLINA Nº 580, ESQ. CON LA CALLE LAS MANDARINAS ",LA MOLINA,"AV. LA MOLINA 580, LA MOLINA, LIMA, PERU",-12.075941,-76.934837,2,highway,primary,"Avenida La Molina, Haras de la Molina, La Molina, Lima, Lima Metropolitana, Lima, 15051, Perú"
40731,"AV. LOS DOMINICOS MZ. U, LT.18 - URBANIZACIÓN LOS CIPRESES",SAN MARTIN DE PORRES,"AV. LOS DOMINICOS, SAN MARTIN DE PORRES, LIMA, PERU",-11.990718,-77.10691,3,highway,secondary,"Avenida Los Dominicos, San Martín de Porres, Lima, Lima Metropolitana, Lima, 15112, Perú"
40975,AV. JOSE CARLOS MARIATEGUI MZ. H LOTE 24-COOP. DE VIVIENDA HUANCAYO,EL AGUSTINO,"AV. JOSE CARLOS MARIATEGUI, EL AGUSTINO, LIMA, PERU",-12.045667,-76.987861,3,highway,residential,"Avenida José Carlos Mariategui, El Agustino, Lima, Lima Metropolitana, Lima, 15006, Perú"
40978,"MZ. C1 LOTE 20 A2, URB. EL CLUB DE HUACHIPA",LURIGANCHO,"MZ. C1 LOTE 20 A2, LURIGANCHO, LIMA, PERU",,,0,,,
41270,"AV. CANTA CALLAO MZ. A, LOTE 16, URB. MI TERRUÑO",SAN MARTIN DE PORRES,"AV. CANTA CALLAO, SAN MARTIN DE PORRES, LIMA, PERU",-11.984776,-77.100044,3,highway,secondary,"Avenida Canta Callao, Santa Rosa, San Martín de Porres, Lima, Lima Metropolitana, Lima, 15109, Perú"
41310,AV. CARRETERA CENTRAL KM. 13.5,ATE,"AV. CARRETERA CENTRAL KM. 13, ATE, LIMA, PERU",-12.050094,-76.952955,2,amenity,fuel,"Petro Perú, Avenida Nicolás de Ayllón, Ate, Lima, Lima Metropolitana, Lima, 15009, Perú"
41375,AV. ANGAMOS ESTE N° 1715 ESQ. CON CALLE UNO,SURQUILLO,"AV. ANGAMOS ESTE 1715, SURQUILLO, LIMA, PERU",-12.112591,-77.013912,2,highway,primary,"Avenida Angamos Este, El Cóndor, Surquillo Viejo, Surquillo, Lima, Lima Metropolitana, Lima, 15047, Perú"
41440,CARRETERA PANAMERICANA NORTE KM. 26.5 MZ. C LOTE 5-RESIDENCIAL SAN PEDRO,PUENTE PIEDRA,"CARRETERA. PANAMERICANA NORTE KM. 26, PUENTE PIEDRA, LIMA, PERU",-11.888577,-77.068437,2,highway,trunk,"Avenida Panamericana Norte, Puente Piedra, Lima, Lima Metropolitana, Lima, 15117, Perú"
41487,"INTERSECCION DE LA AV. UNIVERSITARIA Y AV. ANGELICA GAMARRA (LT. 01-B), URB. SANTO TOMAS DE GARAGAY",SAN MARTIN DE PORRES,"AV. UNIVERSITARIA, SAN MARTIN DE PORRES, LIMA, PERU",-12.009606,-77.081568,3,highway,primary,"Avenida Universitaria, Daniel Alcides Carrión, Garagay, San Martín de Porres, Lima, Lima Metropolitana, Lima, 15031, Perú"
41488,"AV. CANTO GRANDE N° 401, MZ I, LOTE 5, URB CANTO BELLO",SAN JUAN DE LURIGANCHO,"AV. CANTO GRANDE 401, SAN JUAN DE LURIGANCHO, LIMA, PERU",-11.976889,-77.0098,2,place,house,"401, Avenida Canto Grande, Urbanización San Rafael, San Juan de Lurigancho, Lima, Lima Metropolitana, Lima, 15423, Perú"
41547,"AV. JORGE CHAVEZ N° 870 - 877, ESQ. AV. ROOSVELT",SANTIAGO DE SURCO,"AV. JORGE CHAVEZ 870, SANTIAGO DE SURCO, LIMA, PERU",-12.144282,-76.991823,2,highway,tertiary,"Avenida Antares, La Virreyna, Santiago de Surco, Lima, Lima Metropolitana, Lima, 15803, Perú"
41562,"JR. CUSCO MZ. E-8 LOTE 14 A1, TABLADA DE LURIN",VILLA MARIA DEL TRIUNFO,"JR. CUSCO MZ. E-8 LOTE 14 A1, TABLADA DE LURIN, VILLA MARIA DEL TRIUNFO, LIMA, PERU",,,0,,,
41707,"AV. WIESSE, MZ. K-19, LOTE 15 ",SAN JUAN DE LURIGANCHO,"AV. WIESSE, SAN JUAN DE LURIGANCHO, LIMA, PERU",-11.96492,-76.991699,3,office,company,"UFIS PERU, Avenida Fernando Wiesse, Los Artesanos, San Juan de Lurigancho, Lima, Lima Metropolitana, Lima, 15423, Perú"
41728,ESQ. AV. MICAELA BASTIDAS Y CALLE 8 MZ. I GRUPO 19 ,VILLA EL SALVADOR,"AV. MICAELA BASTIDAS, VILLA EL SALVADOR, LIMA, PERU",-12.199863,-76.951349,3,highway,tertiary,"Avenida Micaela Bastidas, Sector 1, Villa El Salvador, Lima, Lima Metropolitana, Lima, 15829, Perú"
41779,"AV. JOSE CARLOS MARIATEGUI S/N MZ. H, LOTES 16 Y 17, SECTOR III GRUPO 9",VILLA EL SALVADOR,"AV. JOSE CARLOS MARIATEGUI, VILLA EL SALVADOR, LIMA, PERU",-12.219683,-76.929589,3,highway,secondary,"Avenida José Carlos Mariátegui, Sector 3, Villa El Salvador, Lima, Lima Metropolitana, Lima, 15834, Perú"
42236,"ESQ. AV. UNIVERSITARIA Y AV. RIO CHILLON (CALLE CAMINO REAL), MZ. Q LOTE 01, URB. PROGRESIVA SANTA ROSA",CARABAYLLO,"AV. UNIVERSITARIA, CARABAYLLO, LIMA, PERU",-11.87522,-77.024625,3,highway,secondary,"Avenida Universitaria, AH Nueva Estrella, El Progreso, Carabayllo, Lima, Lima Metropolitana, Lima, 15321, Perú"
42387,"CARRETERA CENTRAL KM. 16 (AV. NICOLAS AYLLON S/N, MZ. A, LOTE 1) PROGRAMA DE VIVIENDA LAS PRADERAS",ATE,"CARRETERA CENTRAL KM. 16, ATE, LIMA, PERU",-12.021489,-76.906437,1,highway,primary,"Avenida Nicolás de Ayllón, Vitarte, Ate, Lima, Lima Metropolitana, Lima, 15487, Perú"
42755,AV. JAVIER PRADO ESTE  N° 311,SAN ISIDRO,"AV. JAVIER PRADO ESTE 311, SAN ISIDRO, LIMA, PERU",-12.09086,-77.022859,1,highway,motorway,"Avenida Javier Prado Este, Centro financiero de San Isidro, San Isidro, Lima, Lima Metropolitana, Lima, 15033, Perú"
42769,"AV. NICOLAS DUEÑAS N° 606, 610, 616 (ANTES AV. NICOLAS DUEÑAS N° 590 CDRA 17 DE LA AV. ARGENTINA)",LIMA,"AV. NICOLAS DUEÑAS 606, LIMA, LIMA, PERU",-12.03533,-77.065858,2,highway,secondary,"Avenida Nicolás Dueñas, Lima, Lima Metropolitana, Lima, 15101, Perú"
42967,JR. ANDRES AVELINO CACERES N° 995 MZ. 209 LT 11 VALLECITO ALTO,VILLA MARIA DEL TRIUNFO,"JR. ANDRES AVELINO CACERES 995 MZ. 209 LT 11 VALLECITO ALTO, VILLA MARIA DEL TRIUNFO, LIMA, PERU",,,0,,,
43021,"AV. VICTOR MALASQUEZ, PARCELA 7, COMUNIDAD CAMPESINA COLLANAC",PACHACAMAC,"AV. VICTOR MALASQUEZ, PACHACAMAC, LIMA, PERU",-12.152315,-76.87004,3,highway,primary,"Avenida Victor Malásquez, Santa Rosa de Manchay, Manchay Bajo, Picapiedra, Pachacámac, Lima, Lima Metropolitana, Lima, 15594, Perú"
43023,AV. UNIVERSITARIA ESQ. CON CALLE 15 MZ. Q-1 LOTES 30 Y 31 COOPERATIVA DE VIVIENDA PRIMAVERA,COMAS,"AV. UNIVERSITARIA ESQ. CON CALLE 15 MZ. Q-1 LOTES 30 Y 31, COMAS, LIMA, PERU",,,0,,,
43245,"CARRETERA PANAMERICANA NORTE KM. 27.5, PARCELA N° 10271- TAMBO INGA",PUENTE PIEDRA,"CARRETERA. PANAMERICANA NORTE KM. 27, PUENTE PIEDRA, LIMA, PERU",-11.864573,-77.074839,2,highway,trunk,"Carretera Panamericana Norte, Urbanización Santo Domingo, Urbanización Augusto Bedoya, Puente Piedra, Lima, Lima Metropolitana, Lima, 15118, Perú"
43492,"CARRETERA CENTRAL (AV. LIMA SUR) ESQUINA CON PASAJE JACARANDAES, SUB LOTE 34-B1, B2, B3",LURIGANCHO,"CARRETERA CENTRAL ESQUINA CON PASAJE JACARANDAES, SUB LOTE 34-B1, B2, B3, LURIGANCHO, LIMA, PERU",,,0,,,
43627,AV. MEXICO N° 333,LA VICTORIA,"AV. MEXICO 333, LA VICTORIA, LIMA, PERU",-12.076508,-77.026614,1,amenity,bus_station,"Perú Bus/Soyuz - Terminal de Cercanías (Cargo), 333, Avenida México, Urbanización Balconcillo, La Victoria, Lima, Lima Metropolitana, Lima, 15046, Perú"
43730,"AV. NESTOR GAMBETTA S/N SUB LOTE 1 A Y SUB LOTE 1, EX FUNDO MARQUEZ (CARRETERA A VENTANILLA, KM. 14.5)",CALLAO,"AV. NESTOR GAMBETTA SUB LOTE 1 A Y SUB LOTE 1, EX, CALLAO, LIMA, PERU",,,0,,,
43777,AV. METROPOLITANA MZ. C-8 LOTE 20 ,SANTA ANITA,"AV. METROPOLITANA, SANTA ANITA, LIMA, PERU",-12.035812,-76.948906,3,highway,primary,"Avenida Metropolitana, Santa Anita, Lima, Lima Metropolitana, Lima, 15009, Perú"
43786,"AV. CHILLÓN, MZ. W, LOTES 1, 2, 3 Y 4, ASOCIACIÓN DE PROPIETARIOS CASA HUERTA VIRGEN DE LAS MERCEDES",VENTANILLA,"AV. CHILLÓN, VENTANILLA, LIMA, PERU",-11.946622,-77.103919,3,highway,unclassified,"Avenida del Bierzo, Ventanilla, Callao, Lima Metropolitana, Callao, 15113, Perú"
43875,AV. GUARDIA CIVIL 698 ESQ. AV. EL SOL,CHORRILLOS,"AV. GUARDIA CIVIL 698, CHORRILLOS, LIMA, PERU",-12.17299,-76.991954,2,highway,secondary,"Avenida Guardia Civil Sur, Chorrillos, Lima, Lima Metropolitana, Lima, 15054, Perú"
44240,CARRETERA PANAMERICANA SUR KM. 19.8,VILLA EL SALVADOR,"CARRETERA. PANAMERICANA SUR KM. 19, VILLA EL SALVADOR, LIMA, PERU",-12.222692,-76.976885,2,amenity,university,"Universidad Científica del Sur, Km. 19, Carretera Panamericana Sur, Villa El Salvador, Lima, Lima Metropolitana, Lima, 15829, Perú"
44325,AV. REVOLUCIÓN N° 2976 5TA ZONA COLLIQUE,COMAS,"AV. REVOLUCIÓN 2976, COMAS, LIMA, PERU",-11.916131,-77.040841,2,highway,primary,"Avenida Revolución, Año Nuevo, Comas, Lima, Lima Metropolitana, Lima, 15313, Perú"
44472,"CARRETERA LIMA - CANTA KM. 23, PARCELA 283 (EX-FUNDO CAUDEVILLA - HUACOY PUNCHAUCA) ",CARABAYLLO,"CARRETERA LIMA - CANTA KM. 23, PARCELA 283, CARABAYLLO, LIMA, PERU",,,0,,,
44489,"ESQ. AV. LOS ARQUITECTOS Y AV. 225, MZ. A, LOTES 01, 23 Y 24. AA.HH. UPIS - CIUDAD PACHACUTEC ",VENTANILLA,"AV. LOS ARQUITECTOS, VENTANILLA, LIMA, PERU",-11.814768,-77.135253,3,highway,primary,"Avenida Los Arquitectos, Ancón, Lima, Lima Metropolitana, Lima, 15122, Perú"
44703,"JR. LA PUNTA  MZ. 3-T  LOTE 23, ESQ. CON AV. LA MOLINA, URB. EL SOL DE LA MOLINA",LA MOLINA,"JR. LA PUNTA MZ. 3-T LOTE 23, ESQ. CON AV. LA MOLINA, LA MOLINA, LIMA, PERU",,,0,,,
44924,"AV. PROLONGACIÓN REVOLUCIÓN 3501 MZ. A LOTE 3, 4 Y 5 AA.HH. SANTA ROSA DE COLLIQUE",COMAS,"AV. PROLONGACIÓN REVOLUCIÓN 3501 MZ. A LOTE 3, 4 Y 5, COMAS, LIMA, PERU",,,0,,,
44926,"AV. TUPAC AMARU KM. 22.5 ZONA DE HUACOY CARRETERA LIMA  CANTA, ASENTAMIENTO HUMANO VILLA SAN ANTONIO",CARABAYLLO,"AV. TUPAC AMARU KM. 22, CARABAYLLO, LIMA, PERU",-11.90735,-77.03232,2,highway,trunk,"Avenida Túpac Amaru, Asentamiento Humano 1º de Noviembre, Carabayllo, Lima, Lima Metropolitana, Lima, 15313, Perú"
45029,"AV. CONTRALMIRANTE MORA N° 299, ESQUINA CON CALLE SEGUNDA, URB. CHACARITA",CALLAO,"AV. CONTRALMIRANTE MORA 299, CALLAO, LIMA, PERU",-12.049001,-77.134707,2,highway,secondary,"Avenida Contralmirante Mora, San Juan Bosco, Callao, Lima Metropolitana, Callao, 07001, Perú"
45081,"AV. LOS CHANCAS CON CALLE N° 8, LOTE 26-27, ASOCIACIÓN DE VIVIENDA LOS PINOS",SANTA ANITA,"AV. LOS CHANCAS CON CALLE 8, SANTA ANITA, LIMA, PERU",-12.034391,-76.953828,2,highway,secondary,"Avenida Los Chancas de Andahuaylas, Santa Anita, Lima, Lima Metropolitana, Lima, 15009, Perú"
45187,AV. LIMA N° 646,PUCUSANA,"AV. LIMA 646, PUCUSANA, LIMA, PERU",-12.489775,-76.794192,1,highway,primary,"Avenida Lima, Pucusana, Lima, Lima Metropolitana, Lima, 15866, Perú"
45240,"AV. UNIVERSITARIA ESQUINA CON LA AV. NARANJAL, MANZANA A, LOTES 1, 2, 3, 4, 5, 23, 24, 25 Y 26 DEL A. H. 19 DE MAYO",LOS OLIVOS,"AV. UNIVERSITARIA ESQUINA CON LA AV. NARANJAL, MANZANA A, LOTES 1, 2, 3, 4, 5, 23, 24, 25 Y 26 DEL A. H. 19 DE MAYO, LOS OLIVOS, LIMA, PERU",,,0,,,
45439,AV. JAIME BAUZATE Y MEZA N° 564-568,LA VICTORIA,"AV. JAIME BAUZATE Y MEZA 564-568, LA VICTORIA, LIMA, PERU",-12.064078,-77.025524,1,highway,secondary,"Avenida Jaime Bausate y Meza, Barrio Mendoza, La Victoria, Lima, Lima Metropolitana, Lima, 15011, Perú"
45492,"AV. TANTAMAYO (EX. AV. CHUQUITANTA) Y AV. PACASMAYO (EX. AV. ALEJANDRO BERTELLO), MZ. B LT. 1 Y 2. URB. SAN JUAN BAUTISTA ",SAN MARTIN DE PORRES,"AV. TANTAMAYO, SAN MARTIN DE PORRES, LIMA, PERU",-11.960775,-77.095519,3,highway,tertiary,"Avenida Tantamayo, Chuquitanta, San Martín de Porres, Lima, Lima Metropolitana, Lima, 15113, Perú"
45639,"MZ. '37' LOTE 05, 3° ETAPA PARCELACION CIENEGUILLA AV. 'A', CARRETERA LIMA - HUAROCHIRI KM. 27.5",CIENEGUILLA,"MZ. 37 LOTE 05, 3°, CIENEGUILLA, LIMA, PERU",,,0,,,
60668,"AV. CONDORCANQUI Nº 1294, URB. SANTO DOMINGO, 5TA ETAPA",CARABAYLLO,"AV. CONDORCANQUI 1294, CARABAYLLO, LIMA, PERU",-11.893434,-77.039951,1,highway,secondary,"Avenida Mariano Condorcanqui, Carabayllo, Lima, Lima Metropolitana, Lima, 15316, Perú"
61014,"MZ. I-4,  LOTE 05 (ESQUINA AV. PRECURSORES Y JR. LA PAMPILLA), ZONA INDUSTRIAL",VENTANILLA,"MZ. I-4, LOTE 05, ZONA INDUSTRIAL, VENTANILLA, LIMA, PERU",,,0,,,
61026,"AUTOPISTA MANUEL DEL VALLE MZ.Z, SUB LT.B-1, URB. LOS HUERTOS DE LURIN",LURIN,"AUTOPISTA MANUEL DEL VALLE MZ.Z, SUB LT.B-1, LURIN, LIMA, PERU",,,0,,,
61136,AV REPUBLICA DE PANAMA Nº 5185,SURQUILLO,"AV REPUBLICA DE PANAMA 5185, SURQUILLO, LIMA, PERU",-12.10368,-77.01862,1,highway,primary,"Avenida República de Panamá, El Aeropuerto, Surquillo, Lima, Lima Metropolitana, Lima, 15000, Perú"
61570,"UNIDAD CATASTRAL 10715, SECTOR PACAYAL, FUNDO SAN JUAN DE PARIACHE, AV. NICOLAS AYLLON S/N",ATE,"AV. NICOLAS AYLLON, ATE, LIMA, PERU",-12.064047,-76.9891,3,highway,primary,"Avenida Nicolás de Ayllón, Valdiviezo, Ate, Lima, Lima Metropolitana, Lima, 15019, Perú"
