visitId;fullVisitorId;date;visitStartTime;channelGrouping;source;medium;deviceCategory;browser;operatingSystem;isMobile;continent;country;city;transactionRevenue;sessionDuration;pageViews;visitNumber;isReturningVisitor;firstVisitDate
6380111;4700214388;20230429;1682739739;Email;youtube;(none);mobile;Firefox;iOS;True;Asia;USA;Berlin;11658;71;5;5;True;20230127
2890256;7118797579;20230416;1681647545;Direct;bing;organic;desktop;Chrome;Macintosh;True;Europe;India;Sydney;0;1146;8;4;True;20221231
1663240;5036360606;20231118;1700312635;Paid Search;google;referral;desktop;Firefox;Macintosh;True;Americas;Germany;New York;0;826;2;1;False;20231113
4733669;2126512797;20230511;1683763760;Paid Search;bing;(none);tablet;Edge;Linux;True;Europe;India;New York;0;543;2;2;True;20230117
9117178;6277630023;20230425;1682461695;Paid Search;bing;email;tablet;Chrome;Linux;True;Americas;Australia;New York;0;1042;10;5;True;20230113
4615134;7258118525;20230209;1675932629;Organic Search;newsletter;(none);desktop;Opera;Macintosh;False;Americas;India;Berlin;0;820;6;4;True;20221221
7041162;7681509912;20230420;1681953658;Email;google;organic;tablet;Firefox;Linux;True;Americas;Australia;Madrid;0;621;3;5;True;20230210
8621458;1539755224;20230827;1693166168;Paid Search;facebook;(none);tablet;Safari;Macintosh;True;Asia;Germany;Mumbai;0;1146;4;3;True;20230510
6959270;6338126387;20230717;1689552515;Social;newsletter;email;mobile;Edge;Linux;True;Americas;Brazil;Mumbai;0;686;2;3;True;20230204
3375022;9788202406;20230831;1693524025;Direct;newsletter;organic;tablet;Safari;Linux;True;Americas;Australia;New York;0;815;1;2;True;20230618
8711466;4507029236;20230303;1677809670;Email;google;referral;desktop;Safari;Android;True;Africa;Germany;Berlin;6368;1146;9;5;True;20221203
1406741;3902838838;20230923;1695493467;Social;google;referral;mobile;Firefox;Windows;False;Africa;Spain;São Paulo;0;662;3;3;True;20230830
6196093;5200687830;20230202;1675340310;Direct;bing;email;desktop;Safari;Windows;True;Oceania;Germany;Mumbai;0;288;7;2;True;20221219
6560266;4347624638;20231007;1696651252;Organic Search;google;(none);mobile;Edge;Windows;False;Asia;Germany;New York;0;1002;6;2;True;20230917
6291684;4589814137;20230719;1689789657;Paid Search;google;referral;tablet;Firefox;Macintosh;False;Americas;USA;Madrid;0;299;7;2;True;20230501
4993618;9661362446;20230111;1673428059;Direct;google;email;desktop;Chrome;Android;False;Americas;India;São Paulo;0;820;5;2;True;20221219
9001913;7931040057;20231202;1701536466;Organic Search;bing;(none);desktop;Edge;Macintosh;True;Europe;Brazil;São Paulo;4253;726;8;2;True;20231031
2243698;2271126056;20230424;1682298118;Organic Search;google;organic;desktop;Chrome;Windows;False;Europe;Spain;New York;0;370;4;2;True;20221202
5902937;5939740782;20230210;1675996385;Direct;facebook;organic;tablet;Firefox;Linux;True;Asia;Australia;New York;0;21;3;4;True;20230124
2510033;7594878188;20231219;1702968397;Display;google;cpc;desktop;Chrome;Macintosh;True;Asia;Australia;Mumbai;14843;741;5;4;True;20231130
5591640;5054594331;20230802;1690955003;Direct;direct;organic;desktop;Firefox;Macintosh;True;Asia;Germany;Mumbai;0;579;4;4;True;20230303
1174857;5107246430;20230102;1672630093;Email;google;referral;desktop;Edge;Android;False;Oceania;USA;Berlin;0;468;6;1;False;20221213
1879074;8754312192;20230821;1692656653;Direct;bing;(none);tablet;Safari;Linux;False;Americas;Spain;Sydney;0;199;2;3;True;20230309
1081249;5099569127;20231216;1702748430;Direct;newsletter;organic;mobile;Edge;Android;False;Europe;India;Mumbai;0;288;3;1;False;20230523
9590792;4456175545;20231002;1696214066;Display;direct;cpc;tablet;Edge;iOS;True;Oceania;USA;New York;0;209;7;3;True;20230519
4772652;3856287212;20230316;1678929109;Paid Search;bing;email;mobile;Chrome;Windows;True;Europe;Australia;Sydney;0;482;6;3;True;20230305
5912524;6579509286;20230905;1693909026;Organic Search;direct;email;mobile;Edge;iOS;True;Americas;Germany;Sydney;12227;687;2;3;True;20230217
6782369;6895320870;20230608;1686233034;Organic Search;direct;organic;tablet;Safari;Macintosh;False;Asia;Germany;Mumbai;0;34;8;2;True;20221225
1514374;4671584991;20231003;1696305492;Paid Search;facebook;(none);desktop;Safari;Linux;False;Americas;Spain;Sydney;0;403;1;4;True;20230529
3253213;2643562133;20230525;1685041637;Social;facebook;referral;mobile;Opera;Windows;False;Asia;India;New York;0;789;7;4;True;20230306
2155376;2988293486;20230613;1686692378;Paid Search;google;referral;tablet;Chrome;Linux;True;Europe;Germany;New York;0;492;3;4;True;20230119
5987480;7317864405;20230721;1689943044;Paid Search;newsletter;email;desktop;Edge;Linux;False;Americas;Brazil;New York;14188;603;7;2;True;20230606
1453597;5536208384;20230113;1673646575;Paid Search;youtube;cpc;mobile;Opera;iOS;True;Europe;Brazil;Berlin;0;1007;6;1;False;20221212
7048772;2596292497;20230610;1686356066;Referral;facebook;referral;mobile;Edge;iOS;True;Africa;Germany;São Paulo;0;605;4;3;True;20230504
1252986;5463713405;20231031;1698730252;Paid Search;google;(none);desktop;Chrome;Macintosh;False;Asia;Spain;Berlin;0;134;7;3;True;20230804
1853390;8983657122;20231117;1700242755;Referral;bing;cpc;mobile;Firefox;Macintosh;False;Oceania;USA;Sydney;0;424;2;2;True;20230123
7068541;6705344325;20230224;1677276834;Email;bing;cpc;desktop;Edge;Windows;True;Africa;Brazil;Sydney;0;889;5;4;True;20221204
9895687;9681368386;20230321;1679391664;Email;facebook;organic;mobile;Safari;Android;True;Asia;USA;New York;0;944;7;4;True;20230109
6684588;5146683968;20231226;1703606096;Direct;direct;cpc;tablet;Chrome;iOS;False;Europe;USA;São Paulo;0;394;4;5;True;20230221
2819524;6112020442;20231130;1701354848;Direct;newsletter;cpc;desktop;Edge;Windows;False;Africa;USA;Sydney;0;941;7;5;True;20230201
8616436;3318140817;20230612;1686539742;Organic Search;direct;email;tablet;Edge;Macintosh;False;Asia;Australia;Berlin;0;684;1;4;True;20230119
7897040;1074043421;20230726;1690402488;Paid Search;youtube;(none);desktop;Chrome;Linux;True;Oceania;Spain;Sydney;0;1047;3;5;True;20230209
4342396;5276900749;20230120;1674226097;Email;direct;cpc;mobile;Opera;Macintosh;True;Americas;Australia;Berlin;0;1108;7;4;True;20230104
1774093;2137570862;20231001;1696196121;Direct;google;organic;tablet;Chrome;Linux;True;Oceania;USA;Sydney;0;721;5;4;True;20230623
9642753;2181768089;20230723;1690143847;Direct;facebook;cpc;desktop;Safari;Macintosh;False;Oceania;Spain;Berlin;0;94;5;1;False;20230213
8322699;3868770335;20230522;1684729508;Referral;youtube;(none);mobile;Firefox;Macintosh;False;Americas;Brazil;Sydney;11260;971;10;1;False;20230411
6699176;2482941013;20230511;1683795676;Direct;google;(none);desktop;Opera;Linux;True;Africa;Spain;Madrid;14154;867;9;5;True;20230103
1302650;9876558244;20230114;1673688959;Direct;facebook;cpc;mobile;Edge;Linux;False;Africa;USA;São Paulo;0;808;5;4;True;20221215
4352442;9998013304;20230124;1674555252;Social;facebook;organic;mobile;Firefox;Windows;False;Asia;Spain;Madrid;0;689;1;1;False;20230109
8646913;2139368518;20231128;1701148063;Direct;youtube;(none);desktop;Opera;Windows;False;Americas;Germany;Sydney;0;1174;9;1;False;20230602
4403734;7447252582;20231017;1697550350;Referral;direct;cpc;desktop;Safari;iOS;True;Europe;India;Berlin;0;323;3;3;True;20230809
2660104;6123416964;20231105;1699222094;Display;facebook;organic;mobile;Opera;iOS;True;Asia;USA;New York;0;277;3;5;True;20230123
5397968;7200010035;20231024;1698138631;Email;newsletter;cpc;desktop;Firefox;Macintosh;False;Asia;Australia;Madrid;0;610;7;1;False;20230524
5766206;4945932370;20230518;1684404201;Display;newsletter;referral;mobile;Edge;Windows;False;Africa;USA;Mumbai;0;366;4;4;True;20230121
2084929;7400313983;20230707;1688732467;Social;direct;organic;mobile;Edge;iOS;False;Oceania;Australia;Sydney;2907;173;5;2;True;20230125
3893172;4920450811;20230507;1683432425;Social;facebook;(none);mobile;Chrome;Macintosh;False;Oceania;Spain;Sydney;17107;1147;9;4;True;20230321
5105060;4540167801;20230314;1678800659;Email;facebook;(none);tablet;Firefox;Linux;False;Americas;India;Mumbai;0;1073;10;2;True;20230220
4005197;1290687383;20231107;1699337020;Referral;newsletter;organic;desktop;Opera;Linux;True;Africa;Germany;Mumbai;0;238;1;5;True;20230203
3706672;2544810970;20230405;1680717842;Email;google;(none);tablet;Edge;Macintosh;False;Africa;Germany;Sydney;0;1170;2;5;True;20230404
1192013;6817674524;20230215;1676475968;Display;google;referral;tablet;Safari;iOS;False;Americas;USA;Berlin;7978;598;4;2;True;20221228
1436000;8260883406;20231114;1699979000;Paid Search;bing;referral;tablet;Safari;Windows;True;Africa;Australia;Berlin;0;473;4;1;False;20221215
2186525;2217114790;20230317;1679077565;Social;newsletter;referral;desktop;Safari;iOS;True;Americas;Brazil;Madrid;0;66;10;1;False;20230126
9343056;1631167862;20231124;1700824452;Direct;direct;referral;mobile;Firefox;Windows;True;Oceania;Australia;São Paulo;0;285;8;1;False;20230713
7543685;1726626027;20231209;1702095692;Social;facebook;organic;desktop;Edge;Windows;False;Africa;India;New York;0;830;3;5;True;20221220
3919835;1864939390;20230826;1693057722;Direct;google;referral;desktop;Opera;Android;False;Americas;Spain;New York;0;866;2;4;True;20230306
5938989;5602240711;20230629;1688028723;Referral;google;organic;mobile;Safari;Windows;True;Asia;Brazil;São Paulo;0;372;7;2;True;20221222
3155598;9001612506;20230503;1683137787;Display;google;email;tablet;Edge;Macintosh;False;Asia;USA;Madrid;12951;192;3;4;True;20230422
1863321;7371716949;20231212;1702400119;Paid Search;bing;(none);desktop;Edge;Macintosh;False;Africa;Australia;Mumbai;18924;188;1;3;True;20230423
6978296;3902259005;20230923;1695482020;Social;bing;cpc;mobile;Safari;Linux;True;Africa;Brazil;Berlin;0;240;2;2;True;20230918
7418798;6739628684;20231002;1696218891;Email;bing;organic;tablet;Edge;iOS;True;Asia;Australia;Sydney;3223;690;5;3;True;20230930
5742978;9238232484;20231229;1703826426;Email;bing;referral;desktop;Chrome;iOS;True;Oceania;India;Berlin;16767;296;1;4;True;20230424
5553202;5937094627;20230401;1680381062;Paid Search;newsletter;referral;tablet;Chrome;Macintosh;False;Africa;India;Madrid;0;515;4;2;True;20230214
1265832;9000972880;20230413;1681350318;Email;facebook;organic;desktop;Safari;Macintosh;True;Europe;India;New York;0;674;8;2;True;20221222
5816180;8058255712;20230805;1691234480;Paid Search;facebook;email;desktop;Firefox;Linux;False;Americas;Spain;Madrid;18067;818;10;4;True;20221202
5183351;5054788790;20230621;1687373100;Social;bing;cpc;tablet;Opera;iOS;True;Americas;Germany;Madrid;0;770;3;5;True;20230520
2442158;4784146792;20230624;1687590103;Social;bing;email;tablet;Edge;Macintosh;True;Oceania;India;Madrid;18700;326;1;2;True;20230623
5839991;4490568158;20230801;1690933694;Organic Search;youtube;email;desktop;Chrome;Linux;True;Europe;Germany;New York;0;288;9;5;True;20230220
8897906;6011624235;20230201;1675276998;Referral;newsletter;referral;mobile;Safari;Macintosh;False;Africa;USA;Mumbai;0;595;3;3;True;20230126
8386772;5103092869;20230413;1681359627;Email;facebook;(none);mobile;Edge;Windows;False;Asia;Australia;Madrid;15676;798;8;1;False;20230404
5039904;8551040744;20231031;1698729254;Organic Search;bing;referral;mobile;Chrome;Macintosh;True;Europe;USA;Sydney;0;692;9;5;True;20221210
2006749;6103834742;20231112;1699760778;Direct;google;organic;mobile;Edge;Linux;True;Europe;Brazil;New York;0;884;10;1;False;20230813
8956463;2521931071;20230212;1676171205;Display;direct;organic;mobile;Opera;Macintosh;False;Europe;Brazil;São Paulo;8839;991;1;2;True;20221220
4110787;6615773446;20230621;1687309413;Direct;facebook;cpc;mobile;Opera;Windows;True;Europe;Spain;New York;0;160;1;4;True;20221223
1590768;8502533099;20230820;1692558634;Display;bing;cpc;tablet;Opera;Android;True;Europe;Spain;São Paulo;0;442;3;4;True;20230417
1496913;9611343532;20230730;1690756482;Display;direct;referral;desktop;Edge;Linux;True;Africa;Australia;São Paulo;1920;48;10;4;True;20230322
3022479;4877616820;20230801;1690920623;Social;youtube;referral;mobile;Chrome;iOS;True;Africa;Germany;Madrid;0;800;8;1;False;20230622
2475251;6392344881;20231014;1697326922;Paid Search;youtube;(none);tablet;Opera;Macintosh;True;Asia;USA;Berlin;16622;1005;4;2;True;20230826
2197396;3535655990;20231127;1701087481;Display;youtube;referral;desktop;Chrome;Android;False;Africa;Spain;Berlin;12992;646;5;4;True;20230405
1692329;5428552164;20231227;1703652151;Email;youtube;email;tablet;Chrome;iOS;False;Africa;India;São Paulo;0;519;8;3;True;20230204
5382429;6061000225;20230206;1675693741;Paid Search;direct;email;mobile;Firefox;Android;False;Americas;Germany;Madrid;0;889;8;3;True;20230102
4180463;6497773230;20230512;1683895620;Direct;bing;referral;desktop;Opera;Windows;True;Africa;USA;Sydney;0;29;8;4;True;20230411
9976198;6736802862;20230109;1673268652;Organic Search;bing;referral;desktop;Opera;Android;False;Oceania;Spain;São Paulo;0;410;1;5;True;20221216
6278855;2305633385;20230822;1692708968;Organic Search;youtube;(none);mobile;Opera;Macintosh;True;Asia;Spain;New York;0;984;9;3;True;20230821
1854761;4157237317;20230329;1680116360;Direct;newsletter;organic;tablet;Edge;Macintosh;True;Africa;Spain;New York;0;811;5;1;False;20221204
7605797;9001700410;20231108;1699468223;Social;bing;referral;mobile;Firefox;Macintosh;True;Oceania;USA;Madrid;0;261;1;2;True;20230711
7945805;2654135588;20230925;1695627780;Email;newsletter;referral;tablet;Opera;Android;False;Oceania;Brazil;Berlin;0;316;5;2;True;20221206
5224142;6192338342;20230421;1682099715;Organic Search;newsletter;organic;tablet;Safari;Linux;True;Africa;Germany;Berlin;0;98;4;5;True;20230201
3813075;5557637742;20230924;1695526463;Display;google;organic;desktop;Edge;Macintosh;True;Africa;Germany;New York;0;1089;10;4;True;20230202
7336949;2512109659;20230428;1682654477;Organic Search;youtube;cpc;mobile;Edge;Macintosh;True;Americas;Brazil;Mumbai;14914;1072;5;1;False;20221213
3236062;8885971910;20230411;1681228010;Paid Search;facebook;(none);tablet;Firefox;Linux;False;Americas;Australia;Madrid;0;485;9;4;True;20230116
9518327;7154336332;20231030;1698659613;Display;facebook;email;mobile;Safari;Macintosh;False;Oceania;Brazil;São Paulo;0;675;5;5;True;20230907
1975579;3985748581;20231102;1698925321;Referral;newsletter;email;tablet;Opera;Android;False;Oceania;Australia;Berlin;0;306;5;5;True;20230814
4446946;3694363444;20230813;1691963656;Paid Search;google;referral;tablet;Opera;Windows;False;Africa;USA;Sydney;0;654;1;5;True;20221218
5358662;6912409707;20230831;1693480814;Direct;youtube;cpc;mobile;Opera;Windows;False;Americas;Brazil;São Paulo;0;52;3;4;True;20230512
9636404;1169413627;20230818;1692347003;Organic Search;newsletter;(none);desktop;Chrome;Android;False;Asia;Brazil;Sydney;0;408;2;1;False;20221208
7803555;5393418934;20230130;1675086682;Paid Search;newsletter;email;tablet;Chrome;Windows;True;Africa;India;Madrid;13957;438;1;3;True;20221222
5228216;2176676594;20230902;1693680715;Display;newsletter;cpc;mobile;Firefox;iOS;False;Europe;Germany;Madrid;0;130;2;4;True;20221213
6091780;7669935167;20230121;1674267933;Organic Search;facebook;organic;tablet;Opera;iOS;True;Americas;Brazil;Berlin;0;294;1;5;True;20230118
2912540;8513252900;20231109;1699549279;Email;newsletter;organic;desktop;Chrome;Android;True;Europe;Brazil;Madrid;0;869;7;1;False;20230122
